State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate
Oregon,Lane County,79208,132015,13,0.006
Oregon,Lincoln County,12336,17248,1,0.003
Oregon,Linn County,42708,25893,1,0.001
Oregon,Malheur County,8101,3202,1,0.008
Oregon,Marion County,77292,78537,8,0.005
Oregon,Morrow County,3557,1345,0,0.000
Oregon,Multnomah County,81476,361561,22,0.005
Oregon,Polk County,23259,22431,4,0.008
Oregon,Sherman County,914,257,1,0.078
Oregon,Tillamook County,8306,7956,0,0.000
Oregon,Umatilla County,21002,10499,2,0.006
Oregon,Union County,10247,4227,0,0.000
Oregon,Wallowa County,3390,1619,0,0.000
Oregon,Wasco County,6965,6467,1,0.007
Oregon,Washington County,97820,205848,16,0.005
Oregon,Wheeler County,710,216,0,0.000
Oregon,Yamhill County,27669,25418,3,0.005
Pennsylvania,Adams County,37009,17919,2,0.003
Pennsylvania,Allegheny County,268340,396767,19,0.003
Pennsylvania,Armstrong County,26105,7130,0,0.000
Pennsylvania,Beaver County,53886,37389,1,0.001
Pennsylvania,Bedford County,22529,4266,1,0.003
Pennsylvania,Berks County,105941,89530,4,0.002
Pennsylvania,Blair County,44714,17425,1,0.001
Pennsylvania,Bradford County,21185,7877,0,0.000
Pennsylvania,Bucks County,182742,198251,4,0.001
Pennsylvania,Butler County,73023,36534,2,0.002
Pennsylvania,Cambria County,47885,21614,2,0.003
Pennsylvania,Cameron County,1771,634,0,0.000
Pennsylvania,Carbon County,21607,10990,1,0.003
Pennsylvania,Centre County,36042,39718,1,0.001
Pennsylvania,Chester County,126446,177408,1,0.000
Pennsylvania,Clarion County,14363,4615,0,0.000
Pennsylvania,Clearfield County,28984,9598,0,0.000
Pennsylvania,Clinton County,11668,5406,0,0.000
Pennsylvania,Columbia County,19752,10289,1,0.003
Pennsylvania,Crawford County,27990,12584,1,0.002
Pennsylvania,Cumberland County,76149,61168,0,0.000
Pennsylvania,Dauphin County,65129,77387,8,0.005
Pennsylvania,Delaware County,115810,199618,8,0.002
Pennsylvania,Elk County,11993,4478,0,0.000
Pennsylvania,Erie County,65834,67265,3,0.002
Pennsylvania,Fayette County,39956,19486,4,0.006
Pennsylvania,Forest County,1864,715,0,0.000
Pennsylvania,Franklin County,56628,22040,2,0.002
Pennsylvania,Fulton County,6660,1068,1,0.012
Pennsylvania,Greene County,12436,4882,0,0.000
Pennsylvania,Huntingdon County,16937,5389,1,0.004
Pennsylvania,Indiana County,27832,12475,1,0.002
Pennsylvania,Jefferson County,17928,4498,0,0.000
Pennsylvania,Juniata County,9648,2253,0,0.000
Pennsylvania,Lackawanna County,51501,61124,2,0.002
Pennsylvania,Lancaster County,156938,112536,8,0.003
Pennsylvania,Lawrence County,29071,15557,2,0.004
Pennsylvania,Lebanon County,45907,23412,3,0.004
Pennsylvania,Lehigh County,82134,95539,6,0.003
Pennsylvania,Luzerne County,84649,62983,5,0.003
Pennsylvania,Lycoming County,40885,16722,1,0.002
Pennsylvania,McKean County,13892,5024,1,0.005
Pennsylvania,Mercer County,35282,20426,1,0.002
Pennsylvania,Mifflin County,16532,4560,1,0.004
Pennsylvania,Monroe County,37297,42102,5,0.006
Pennsylvania,Montgomery County,182907,313543,6,0.001
Pennsylvania,Montour County,5842,3768,0,0.000
Pennsylvania,Northampton County,82830,84145,3,0.002
Pennsylvania,Northumberland County,28412,12414,0,0.000
Pennsylvania,Perry County,17879,5704,1,0.004
Pennsylvania,Philadelphia County,125897,555833,37,0.005
Pennsylvania,Pike County,18979,12878,1,0.003
Pennsylvania,Potter County,7117,1686,0,0.000
Pennsylvania,Schuylkill County,48100,20425,3,0.004
Pennsylvania,Snyder County,13816,4848,0,0.000
Pennsylvania,Somerset County,31105,8543,1,0.002
Pennsylvania,Sullivan County,2622,921,1,0.026
Pennsylvania,Susquehanna County,14879,6084,0,0.000
Pennsylvania,Tioga County,15735,4953,2,0.009
Pennsylvania,Union County,12194,7322,0,0.000
Pennsylvania,Venango County,18286,7475,1,0.004
Pennsylvania,Warren County,14020,5987,1,0.005
Pennsylvania,Washington County,71375,44712,3,0.002
Pennsylvania,Wayne County,18466,9135,2,0.007
Pennsylvania,Westmoreland County,128304,70738,8,0.004
Pennsylvania,Wyoming County,9819,4642,0,0.000
Pennsylvania,York County,143260,85323,10,0.004
Rhode Island,East Providence,7832,14499,0,0.000
Rhode Island,Exeter,2004,1945,0,0.000
Rhode Island,Foster,1563,1197,0,0.000
Rhode Island,Glocester,3321,2579,0,0.000
Rhode Island,Hopkinton,2396,2271,0,0.000
Rhode Island,Jamestown,1193,2748,0,0.000
Rhode Island,Johnston,8126,6717,0,0.000
Rhode Island,Lincoln,5721,6492,0,0.000
Rhode Island,Little Compton,943,1500,0,0.000
Rhode Island,Middletown,2846,5406,0,0.000
Rhode Island,Barrington,2846,7597,0,0.000
Rhode Island,Narragansett,3526,5269,0,0.000
Rhode Island,Newport,2609,7631,1,0.009
Rhode Island,New Shoreham,189,723,0,0.000
Rhode Island,North Kingstown,6564,10096,0,0.000
Rhode Island,North Providence,7044,9283,0,0.000
Rhode Island,North Smithfield,3517,3454,0,0.000
Rhode Island,Pawtucket,7144,17626,0,0.000
Rhode Island,Portsmouth,3955,6529,0,0.000
Rhode Island,Providence,9993,45076,5,0.008
Rhode Island,Richmond,2318,2318,0,0.000
Rhode Island,Bristol,4521,6647,0,0.000
Rhode Island,Scituate,3780,2694,0,0.000
Rhode Island,Smithfield,5688,5482,0,0.000
Rhode Island,South Kingstown,4944,11051,0,0.000
Rhode Island,Tiverton,3986,5064,0,0.000
Rhode Island,Warren,2219,3457,0,0.000
Rhode Island,Warwick,19345,25491,0,0.000
Rhode Island,Westerly,5400,7051,0,0.000
Rhode Island,West Greenwich,2227,1646,0,0.000
Rhode Island,West Warwick,6427,7153,0,0.000
Rhode Island,Woonsocket,6185,7167,0,0.000
Rhode Island,Burrillville,4875,3395,0,0.000
Rhode Island,Central Falls,1068,2893,0,0.000
Rhode Island,Charlestown,2182,2874,0,0.000
Rhode Island,Coventry,10366,9027,0,0.000
Rhode Island,Cranston,17033,22397,0,0.000
Rhode Island,Cumberland,8329,10723,0,0.000
Rhode Island,East Greenwich,3196,5157,0,0.000
South Carolina,Abbeville County,9343,5106,0,0.000
South Carolina,Aiken County,51589,32275,6,0.007
South Carolina,Allendale County,835,2718,0,0.000
South Carolina,Anderson County,67565,27169,11,0.011
South Carolina,Bamberg County,2417,4010,0,0.000
South Carolina,Barnwell County,5492,4720,0,0.000
South Carolina,Beaufort County,52954,43231,2,0.002
South Carolina,Berkeley County,57397,45223,5,0.004
South Carolina,Calhoun County,4305,3905,0,0.000
South Carolina,Charleston County,93297,121485,11,0.005
South Carolina,Cherokee County,18043,6983,3,0.011
South Carolina,Chester County,8660,6941,2,0.012
South Carolina,Chesterfield County,11297,7431,3,0.015
South Carolina,Clarendon County,8361,8250,0,0.000
South Carolina,Colleton County,10440,8602,1,0.005
South Carolina,Darlington County,16832,15220,2,0.006
South Carolina,Dillon County,6582,6436,2,0.014
South Carolina,Dorchester County,41913,33824,3,0.004
South Carolina,Edgefield County,8184,4953,2,0.014
South Carolina,Fairfield County,4625,7382,0,0.000
South Carolina,Florence County,32605,31149,5,0.007
South Carolina,Georgetown County,20487,15822,2,0.005
South Carolina,Greenville County,150021,103030,16,0.006
South Carolina,Greenwood County,19431,12145,1,0.003
South Carolina,Hampton County,3905,5322,0,0.000
South Carolina,Horry County,118821,59180,10,0.005
South Carolina,Jasper County,7065,7162,2,0.013
South Carolina,Kershaw County,20471,12699,1,0.003
South Carolina,Lancaster County,30312,18937,2,0.004
South Carolina,Laurens County,20004,10159,0,0.000
South Carolina,Lee County,3008,5329,0,0.000
South Carolina,Lexington County,92817,49301,13,0.008
South Carolina,McCormick County,2958,2687,0,0.000
South Carolina,Marion County,5711,8872,0,0.000
South Carolina,Marlboro County,5044,6290,0,0.000
South Carolina,Newberry County,11443,6958,1,0.005
South Carolina,Oconee County,29698,10414,1,0.002
South Carolina,Orangeburg County,13603,27295,2,0.004
South Carolina,Pickens County,42907,13645,1,0.002
South Carolina,Richland County,58313,132570,6,0.003
South Carolina,Saluda County,6210,2963,0,0.000
South Carolina,Spartanburg County,93560,52926,9,0.006
South Carolina,Sumter County,21000,27379,2,0.004
South Carolina,Union County,8183,4935,2,0.014
South Carolina,Williamsburg County,5532,10289,1,0.006
South Carolina,York County,80501,58094,3,0.002
South Dakota,Aurora County,1052,317,1,0.066
South Dakota,Beadle County,4808,2107,0,0.000
South Dakota,Bennett County,694,466,0,0.000
South Dakota,Bon Homme County,2235,721,0,0.000
South Dakota,Brookings County,8000,6110,0,0.000
South Dakota,Brown County,10580,6538,0,0.000
South Dakota,Brule County,1750,673,0,0.000
South Dakota,Buffalo County,183,352,1,0.170
South Dakota,Butte County,3731,939,0,0.000
South Dakota,Campbell County,747,117,0,0.000
South Dakota,Charles Mix County,2552,1177,0,0.000
South Dakota,Clark County,1373,437,0,0.000
South Dakota,Clay County,2456,3083,0,0.000
South Dakota,Codington County,8958,3837,0,0.000
South Dakota,Corson County,647,622,0,0.000
South Dakota,Custer County,3852,1522,0,0.000
South Dakota,Davison County,5613,2648,2,0.022
South Dakota,Day County,1869,1052,0,0.000
South Dakota,Deuel County,1699,609,0,0.000
South Dakota,Dewey County,790,1131,0,0.000
South Dakota,Douglas County,1468,216,0,0.000
South Dakota,Edmunds County,1538,417,0,0.000
South Dakota,Fall River County,2878,1053,0,0.000
South Dakota,Faulk County,964,198,0,0.000
South Dakota,Grant County,2618,1056,0,0.000
South Dakota,Gregory County,1772,455,0,0.000
South Dakota,Haakon County,1026,105,0,0.000
South Dakota,Hamlin County,2372,647,0,0.000
South Dakota,Hand County,1433,373,0,0.000
South Dakota,Hanson County,1793,557,0,0.000
South Dakota,Harding County,748,49,0,0.000
South Dakota,Hughes County,5522,2953,0,0.000
South Dakota,Hutchinson County,2944,762,0,0.000
South Dakota,Hyde County,564,136,0,0.000
South Dakota,Jackson County,738,359,0,0.000
South Dakota,Jerauld County,721,270,0,0.000
South Dakota,Jones County,498,90,0,0.000
South Dakota,Kingsbury County,1904,819,0,0.000
South Dakota,Lake County,3681,2068,0,0.000
South Dakota,Lawrence County,8753,4537,1,0.007
South Dakota,Lincoln County,19676,11981,0,0.000
South Dakota,Lyman County,1042,525,0,0.000
South Dakota,McCook County,2068,769,0,0.000
South Dakota,McPherson County,1075,222,0,0.000
South Dakota,Marshall County,1287,858,0,0.000
South Dakota,Meade County,9875,3285,0,0.000
South Dakota,Mellette County,449,298,0,0.000
South Dakota,Miner County,787,320,0,0.000
South Dakota,Minnehaha County,49249,40482,3,0.003
South Dakota,Moody County,1951,1179,0,0.000
South Dakota,Oglala Lakota County,297,2829,3,0.087
South Dakota,Pennington County,35063,20606,12,0.020
South Dakota,Perkins County,1401,239,0,0.000
South Dakota,Potter County,1139,227,0,0.000
South Dakota,Roberts County,2404,1828,0,0.000
South Dakota,Sanborn County,905,257,0,0.000
South Dakota,Spink County,2104,998,0,0.000
South Dakota,Stanley County,1203,421,0,0.000
South Dakota,Sully County,726,185,0,0.000
South Dakota,Todd County,532,1963,3,0.109
South Dakota,Tripp County,2161,495,0,0.000
South Dakota,Turner County,3290,1139,0,0.000
South Dakota,Union County,5949,2729,0,0.000
South Dakota,Walworth County,1966,565,0,0.000
South Dakota,Yankton County,6581,4016,0,0.000
South Dakota,Ziebach County,404,481,0,0.000
Tennessee,Anderson County,23163,11733,4,0.010
Tennessee,Bedford County,14317,4443,1,0.005
Tennessee,Benton County,5661,1526,0,0.000
Tennessee,Bledsoe County,4725,971,0,0.000
Tennessee,Blount County,47195,17834,3,0.004
Tennessee,Bradley County,35194,9849,4,0.008
Tennessee,Campbell County,12330,2438,2,0.012
Tennessee,Cannon County,5190,1261,0,0.000
Tennessee,Carroll County,9194,2558,1,0.008
Tennessee,Carter County,19873,4613,3,0.011
Tennessee,Cheatham County,14328,5457,0,0.000
Tennessee,Chester County,5951,1411,0,0.000
Tennessee,Claiborne County,10598,2201,1,0.007
Tennessee,Clay County,2733,735,0,0.000
Tennessee,Cocke County,12182,2524,3,0.019
Tennessee,Coffee County,17863,5704,1,0.004
Tennessee,Crockett County,4673,1382,2,0.030
Tennessee,Cumberland County,25167,6728,2,0.006
Tennessee,Davidson County,99415,197846,14,0.004
Tennessee,Decatur County,4229,904,1,0.018
Tennessee,DeKalb County,6663,1747,1,0.011
Tennessee,Dickson County,17619,6098,1,0.004
Tennessee,Dyer County,11766,3157,1,0.006
Tennessee,Fayette County,15661,7000,2,0.008
Tennessee,Fentress County,7403,1210,1,0.011
Tennessee,Franklin County,13977,4863,4,0.019
Tennessee,Gibson County,16245,5764,3,0.012
Tennessee,Giles County,9783,3298,0,0.000
Tennessee,Grainger County,8559,1463,1,0.009
Tennessee,Greene County,22185,5183,3,0.010
Tennessee,Grundy County,4795,985,1,0.016
Tennessee,Hamblen County,18789,5497,4,0.015
Tennessee,Hamilton County,91991,75360,15,0.008
Tennessee,Hancock County,2372,362,1,0.033
Tennessee,Hardeman County,5760,4180,0,0.000
Tennessee,Hardin County,9556,1774,1,0.008
Tennessee,Hawkins County,20372,4069,2,0.007
Tennessee,Haywood County,3338,4000,0,0.000
Tennessee,Henderson County,9797,2092,1,0.008
Tennessee,Henry County,11230,3547,1,0.006
Tennessee,Hickman County,7577,2130,1,0.009
Tennessee,Houston County,2715,869,0,0.000
Tennessee,Humphreys County,6116,2017,0,0.000
Tennessee,Jackson County,4106,1133,0,0.000
Tennessee,Jefferson County,18609,4645,2,0.008
Tennessee,Johnson County,6466,1242,0,0.000
Tennessee,Knox County,124339,91097,16,0.007
Tennessee,Lake County,1492,526,0,0.000
Tennessee,Lauderdale County,5672,3193,0,0.000
Tennessee,Lawrence County,15334,3195,1,0.005
Tennessee,Lewis County,4473,1068,2,0.033
Tennessee,Lincoln County,12258,2909,0,0.000
Tennessee,Loudon County,21684,6933,2,0.006
Tennessee,McMinn County,18175,4357,2,0.008
Tennessee,McNairy County,9085,1943,1,0.008
Tennessee,Macon County,8095,1307,0,0.000
Tennessee,Madison County,23922,18309,3,0.006
Tennessee,Marion County,9873,3165,2,0.014
Tennessee,Marshall County,11029,3603,1,0.006
Tennessee,Maury County,31408,14386,3,0.006
Tennessee,Meigs County,4464,1008,0,0.000
Tennessee,Monroe County,16742,3760,1,0.004
Tennessee,Montgomery County,42156,32426,3,0.004
Tennessee,Moore County,2888,573,0,0.000
Tennessee,Morgan County,6926,1161,0,0.000
Tennessee,Obion County,10790,2589,0,0.000
Tennessee,Overton County,7911,2028,1,0.009
Tennessee,Perry County,2775,615,0,0.000
Tennessee,Pickett County,2373,524,0,0.000
Tennessee,Polk County,6792,1492,0,0.000
Tennessee,Putnam County,23694,9154,0,0.000
Tennessee,Rhea County,11031,2363,1,0.007
Tennessee,Roane County,19195,6034,2,0.007
Tennessee,Robertson County,24535,8690,0,0.000
Tennessee,Rutherford County,81344,59177,3,0.002
Tennessee,Scott County,8004,986,1,0.010
Tennessee,Sequatchie County,5846,1295,1,0.013
Tennessee,Sevier County,33742,8695,4,0.009
Tennessee,Shelby County,129543,245208,34,0.008
Tennessee,Smith County,7124,1798,2,0.020
Tennessee,Stewart County,4942,1230,0,0.000
Tennessee,Sullivan County,55774,17226,8,0.010
Tennessee,Sumner County,63404,27630,2,0.002
Tennessee,Tipton County,20063,6832,2,0.007
Tennessee,Trousdale County,2930,1011,0,0.000
Tennessee,Unicoi County,6593,1610,0,0.000
Tennessee,Union County,6777,1248,0,0.000
Tennessee,Van Buren County,2338,544,0,0.000
Tennessee,Warren County,12323,4126,1,0.006
Tennessee,Washington County,40120,18214,6,0.009
Tennessee,Wayne County,5795,820,0,0.000
Tennessee,Weakley County,10382,3011,1,0.007
Tennessee,White County,9587,2134,2,0.016
Tennessee,Williamson County,86469,50161,4,0.003
Tennessee,Wilson County,50149,22197,0,0.000
Texas,Anderson County,15062,3934,2,0.010
Texas,Andrews County,4937,849,0,0.000
Texas,Angelina County,25070,9136,3,0.008
Texas,Aransas County,9210,2896,1,0.008
Texas,Archer County,4300,446,0,0.000
Texas,Armstrong County,1035,75,1,0.082
Texas,Atascosa County,12020,5865,3,0.015
Texas,Austin County,11282,2931,1,0.006
Texas,Bailey County,1430,407,0,0.000
Texas,Bandera County,10050,2503,0,0.000
Texas,Bastrop County,20486,15452,2,0.005
Texas,Baylor County,1478,179,0,0.000
Texas,Bee County,5999,3280,1,0.010
Texas,Bell County,67113,56032,9,0.007
Texas,Bexar County,303871,440823,69,0.008
Texas,Blanco County,5429,1905,0,0.000
Texas,Borden County,395,16,0,0.000
Texas,Bosque County,7446,1552,1,0.010
Texas,Bowie County,27053,10692,3,0.007
Texas,Brazoria County,89939,61780,12,0.007
Texas,Brazos County,47456,35242,0,0.000
Texas,Brewster County,2451,2251,0,0.000
Texas,Briscoe County,639,77,0,0.000
Texas,Brooks County,998,1470,0,0.000
Texas,Brown County,13681,2103,0,0.000
Texas,Burleson County,6740,1786,0,0.000
Texas,Burnet County,18721,5615,1,0.004
Texas,Caldwell County,7975,6536,1,0.006
Texas,Calhoun County,5640,2146,0,0.000
Texas,Callahan County,6006,734,0,0.000
Texas,Cameron County,48834,63732,12,0.010
Texas,Camp County,3626,1392,0,0.000
Texas,Carson County,2747,289,1,0.030
Texas,Cass County,10979,2777,1,0.007
Texas,Castro County,1601,466,0,0.000
Texas,Chambers County,17343,3997,2,0.009
Texas,Cherokee County,15065,4196,1,0.005
Texas,Childress County,1928,305,1,0.041
Texas,Clay County,5064,614,0,0.000
Texas,Cochran County,806,176,1,0.093
Texas,Coke County,1565,215,0,0.000
Texas,Coleman County,3640,451,0,0.000
Texas,Collin County,250194,227868,7,0.001
Texas,Collingsworth County,1048,155,0,0.000
Texas,Colorado County,7440,2403,0,0.000
Texas,Comal County,62260,24369,0,0.000
Texas,Comanche County,5177,852,0,0.000
Texas,Concho County,1058,197,2,0.145
Texas,Cooke County,15579,3205,1,0.005
Texas,Coryell County,15397,7542,1,0.004
Texas,Cottle County,543,113,0,0.000
Texas,Crane County,1247,241,0,0.000
Texas,Crockett County,1219,344,0,0.000
Texas,Crosby County,1396,527,0,0.000
Texas,Culberson County,415,438,1,0.107
Texas,Dallam County,1386,196,2,0.115
Texas,Dallas County,306572,597407,90,0.009
Texas,Dawson County,2951,808,0,0.000
Texas,Deaf Smith County,3293,1263,1,0.020
Texas,Delta County,2157,403,0,0.000
Texas,Denton County,221829,188023,12,0.003
Texas,DeWitt County,6567,1494,0,0.000
Texas,Dickens County,850,130,0,0.000
Texas,Dimmit County,1384,2264,0,0.000
Texas,Donley County,1438,198,0,0.000
Texas,Duval County,2442,2573,0,0.000
Texas,Eastland County,7216,982,1,0.011
Texas,Ector County,32586,11310,9,0.019
Texas,Edwards County,893,166,0,0.000
Texas,Ellis County,56651,27513,3,0.003
Texas,El Paso County,81235,168801,22,0.008
Texas,Erath County,13669,2914,1,0.005
Texas,Falls County,4177,1899,0,0.000
Texas,Fannin County,12150,2638,2,0.012
Texas,Fayette County,10163,2650,0,0.000
Texas,Fisher County,1448,352,0,0.000
Texas,Floyd County,1581,437,0,0.000
Texas,Foard County,445,99,1,0.167
Texas,Fort Bend County,157595,195191,10,0.003
Texas,Franklin County,4153,803,0,0.000
Texas,Freestone County,6966,1629,1,0.011
Texas,Frio County,2812,2421,1,0.017
Texas,Gaines County,5323,572,1,0.015
Texas,Galveston County,93306,58247,16,0.010
Texas,Garza County,1411,231,0,0.000
Texas,Gillespie County,12495,3163,1,0.006
Texas,Glasscock County,611,39,0,0.000
Texas,Goliad County,3081,872,0,0.000
Texas,Gonzales County,5568,1894,1,0.012
Texas,Gray County,6812,820,0,0.000
Texas,Grayson County,43776,14223,2,0.003
Texas,Gregg County,32352,14657,10,0.019
Texas,Grimes County,9419,2831,0,0.000
Texas,Guadalupe County,47423,28706,6,0.007
Texas,Hale County,7162,2271,1,0.010
Texas,Hall County,992,167,0,0.000
Texas,Hamilton County,3613,641,1,0.021
Texas,Hansford County,1848,166,0,0.000
Texas,Hardeman County,1330,241,1,0.058
Texas,Hardin County,23806,3449,2,0.007
Texas,Harris County,699822,911974,134,0.008
Texas,Harrison County,21318,7812,2,0.006
Texas,Hartley County,1866,195,0,0.000
Texas,Haskell County,1837,353,0,0.000
Texas,Hays County,47427,59213,4,0.003
Texas,Hemphill County,1486,206,0,0.000
Texas,Henderson County,28816,7048,2,0.005
Texas,Hidalgo County,89991,127507,13,0.005
Texas,Hill County,11869,2829,0,0.000
Texas,Hockley County,6534,1481,1,0.011
Texas,Hood County,26487,5641,1,0.003
Texas,Hopkins County,12713,3043,2,0.012
