victim,gender,race,date,city,state,county,death,charges,mental_illness,weapon,weapon_type,threat,fleeing
63,Female,White,8/2/2020,Sarasota,FL,Sarasota,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
56,Male,White,8/1/2020,Homestead,FL,Miami-Dade,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
73,Male,White,8/1/2020,Stanley,ID,Custer,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
30,Male,Unknown race,7/31/2020,Brunswick,OH,Medina,Gunshot,No known charges,Yes,Allegedly Armed,knife,,
49,Male,Unknown race,7/31/2020,Morristown,TN,Hamblen,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
28,Male,Black,7/30/2020,Detroit,MI,Wayne,"Gunshot, Taser",No known charges,Unknown,Allegedly Armed,sword,attack,Not fleeing
39,Male,Hispanic,7/30/2020,Mission,TX,Hidalgo,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
25,Male,Unknown race,7/30/2020,Troy,NY,Rensselaer,Gunshot,No known charges,No,Allegedly Armed,knife,,
41,Male,Unknown race,7/30/2020,Chino,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,knife,,
21,Male,Unknown race,7/29/2020,North Las Vegas,NV,Clark,Gunshot,No known charges,No,Allegedly Armed,machete,attack,Not fleeing
25,Male,Unknown race,7/29/2020,Bothell,WA,Snohomish,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
37,Male,Unknown race,7/29/2020,Lake Charles,LA,Calcasieu,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
42,Male,Unknown race,7/29/2020,Golden Valley,AZ,Mohave,Gunshot,No known charges,No,Allegedly Armed,gun,,
32,Male,Unknown race,7/28/2020,Canton,NC,Haywood,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,Unknown race,7/28/2020,El Paso,TX,El Paso,Tasered,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
47,Male,White,7/28/2020,North Port,FL,Sarasota,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
26,Male,Unknown race,7/27/2020,Carmel,IN,Hamilton,Gunshot,No known charges,No,Allegedly Armed,gun,,
22,Male,Unknown race,7/26/2020,Mount Airy,NC,Surry,Gunshot,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
35,Male,White,7/25/2020,Salt Lake City,UT,Salt Lake,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
49,Male,White,7/25/2020,The Village,OK,Oklahoma,Gunshot,No known charges,No,Allegedly Armed,baseball bat,undetermined,
45,Male,Black,7/24/2020,Roxboro,NC,Person,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
60,Male,Unknown race,7/24/2020,Stockton,CA,San Joaquin,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
41,Male,Unknown race,7/24/2020,Baytown,TX,Harris,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,
Unknown,Male,Unknown race,7/24/2020,West End,FL,Miami-Dade,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
Unknown,Male,Black,7/23/2020,Detroit,MI,Wayne,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
51,Male,White,7/23/2020,Eureka,CA,Humboldt,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
49,Female,Unknown race,7/22/2020,Clearwater,FL,Pinellas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
30,Male,White,7/22/2020,Oklahoma City,OK,Cleveland,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
37,Male,White,7/22/2020,Waukesha,WI,Waukesha,Gunshot,No known charges,Yes,Allegedly Armed,unknown weapon,,
22,Male,Black,7/21/2020,Sacramento,CA,Sacramento,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
51,Male,Black,7/20/2020,Baton Rouge,LA,East Baton Rouge,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
33,Male,Unknown race,7/20/2020,Chula Vista,CA,San Diego,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
35,Male,Unknown race,7/19/2020,Indianapolis,IN,Marion,Gunshot,No known charges,No,Allegedly Armed,gun,,
24,Male,Black,7/18/2020,Chicago Heights,IL,Cook,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
Unknown,Male,Unknown race,7/17/2020,Fruita,CO,Mesa,Gunshot,No known charges,No,Allegedly Armed,gun,other,
24,Male,Unknown race,7/17/2020,Houston,TX,Harris,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,other,Not fleeing
33,Male,White,7/16/2020,Benjamin,TX,Knox,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
Unknown,Male,White,7/16/2020,Shoreline,WA,King,Gunshot,No known charges,Unknown,Allegedly Armed,knife,other,Foot
Unknown,Male,White,7/16/2020,North Fort Myers,FL,Lee,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
39,Male,Unknown race,7/15/2020,Stockton,CA,San Joaquin,Gunshot,No known charges,No,Vehicle,vehicle,attack,Not fleeing
22,Male,White,7/15/2020,Shepherdsville,KY,Bullitt,Gunshot,No known charges,No,Allegedly Armed,gun,,
28,Male,Hispanic,7/14/2020,Deming,NM,Luna,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
32,Male,Hispanic,7/14/2020,Knoxville,TN,Knox,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
43,Male,White,7/14/2020,Grand Ledge,MI,Eaton,Gunshot,No known charges,No,Allegedly Armed,knife,other,Car
24,Male,White,7/14/2020,Morris Township,NJ,Morris,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
17,Male,Black,7/13/2020,Austell,GA,Cobb,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
31,Male,Unknown race,7/13/2020,Mendota Heights,MN,Dakota,Gunshot,No known charges,No,Allegedly Armed,unknown weapon,,
59,Male,Unknown race,7/13/2020,Rockwood,TN,Roane,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
28,Male,Unknown race,7/12/2020,Chamblee,GA,DeKalb,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
47,Male,Unknown race,7/12/2020,Leesburg,GA,Lee,Gunshot,No known charges,No,Allegedly Armed,knife,other,Foot
36,Female,White,7/12/2020,Dayton,OH,Montgomery,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
23,Male,Hispanic,7/11/2020,Monument,CO,El Paso,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
26,Male,Unknown race,7/11/2020,Greenville,SC,Greenville,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
20,Male,Black,7/10/2020,Detroit,MI,Wayne,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
29,Male,Unknown race,7/10/2020,Reston,VA,District of Columbia,Gunshot,No known charges,No,Allegedly Armed,gun,,
31,Male,Unknown race,7/10/2020,Panama City Beach,FL,Bay,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
60,Male,White,7/10/2020,Forksville,PA,Sullivan,Gunshot,No known charges,No,Allegedly Armed,gun,undetermined,Not fleeing
49,Male,Black,7/9/2020,San Diego,CA,San Diego,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
Unknown,Male,Hispanic,7/9/2020,Calexico,CA,Imperial,Gunshot,No known charges,No,Allegedly Armed,knife,,
44,Male,Unknown race,7/9/2020,Brentwood,CA,Contra Costa,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
31,Male,Black,7/8/2020,Monroe,LA,Ouachita,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,Black,7/8/2020,Paterson,NJ,Passaic,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
37,Male,White,7/8/2020,Pascagoula,MS,Jackson,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,
Unknown,Male,Black,7/7/2020,Houston,TX,Harris,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
36,Male,Hispanic,7/7/2020,Fresno,CA,Fresno,Gunshot,No known charges,No,Vehicle,vehicle,attack,Not fleeing
62,Male,White,7/7/2020,Etowah,TN,McMinn,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
35,Male,Black,7/6/2020,Milwaukee,WI,Milwaukee,Gunshot,No known charges,Unknown,Allegedly Armed,gun,other,
27,Male,Black,7/6/2020,St. Louis,MO,St. Louis,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
40,Male,Unknown race,7/6/2020,Smithfield Township,PA,Monroe,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
40,Male,White,7/6/2020,Cornwall,NY,Orange,Gunshot,No known charges,No,Allegedly Armed,knife,,
30,Male,Unknown race,7/5/2020,Muncie,IN,Delaware,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,
Unknown,,Unknown race,7/5/2020,Chino,CA,San Bernardino,Gunshot,No known charges,No,Unclear,undetermined,undetermined,
17,Male,Hispanic,7/4/2020,Jacksonville,FL,Duval,Gunshot,No known charges,Yes,Allegedly Armed,machete,other,Not fleeing
28,Male,Hispanic,7/4/2020,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Not fleeing
70,Male,Unknown race,7/4/2020,Phoenix,AZ,Maricopa,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
Unknown,Male,Unknown race,7/4/2020,Irving,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
58,Male,Unknown race,7/3/2020,Welches,OR,Clackamas,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
31,Male,Black,7/2/2020,Kansas City,MO,Jackson,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Foot
32,Male,Black,7/2/2020,Sheboygan,WI,Sheboygan,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
Unknown,Male,Unknown race,7/2/2020,Kansas City,MO,Jackson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
34,Male,White,7/1/2020,Durango,CO,La Plata,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
49,Male,White,7/1/2020,Myrtle Beach,SC,Horry,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,
30,Male,Unknown race,6/30/2020,Liberty,MO,Clay,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
62,Male,Unknown race,6/30/2020,Johnson City,TN,Washington,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,
34,Male,Hispanic,6/29/2020,Montclair,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
26,Female,White,6/29/2020,Midland,TX,Midland,Gunshot,No known charges,No,Allegedly Armed,gun,,
48,Male,White,6/29/2020,Hazleton,PA,Luzerne,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
57,Male,White,6/29/2020,Paducah,KY,McCracken,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Car
68,Male,White,6/28/2020,Kettering,OH,Montgomery,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
58,Male,Black,6/27/2020,Little Rock,AR,Pulaski,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,attack,Other
25,Male,Hispanic,6/27/2020,San Diego,CA,San Diego,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
31,Male,Unknown race,6/27/2020,Red Bluff,CA,Tehama,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
40,Female,White,6/27/2020,Port Richey,FL,Pasco,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Foot
33,Male,White,6/27/2020,Hebron,KY,Boone,Gunshot,No known charges,Unknown,Allegedly Armed,knife,attack,
57,Male,White,6/27/2020,Crossville,TN,Cumberland,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,
30,Male,White,6/26/2020,Elko,NV,Elko,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Foot
38,Male,White,6/26/2020,Muncie,IN,Delaware,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
26,Male,Black,6/25/2020,Roanoke,VA,Roanoke City,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
34,Male,Black,6/25/2020,Vinita,OK,Craig,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Not fleeing
37,Male,Hispanic,6/25/2020,Cumberland,GA,Cobb,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
Unknown,Female,Unknown race,6/25/2020,Plano,TX,Collin,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
27,Male,White,6/25/2020,Auburndale,FL,Polk,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
Unknown,Female,Asian,6/24/2020,Lake Forest,CA,Orange,Gunshot,No known charges,Unknown,Allegedly Armed,gun,other,Not fleeing
31,Male,Black,6/24/2020,San Bernardino,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,gun,,
Unknown,Male,Unknown race,6/24/2020,Houston,TX,Harris,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,
22,Male,Asian,6/23/2020,Sherman,TX,Grayson,Gunshot,No known charges,No,Allegedly Armed,knife,attack,
43,Male,Hispanic,6/23/2020,Pueblo,CO,Pueblo,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
40,Male,Unknown race,6/23/2020,Wasilla,AK,Matanuska-Susitna,Gunshot,No known charges,No,Unclear,undetermined,undetermined,
43,Male,Black,6/22/2020,Giddings,TX,Lee,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
51,Male,Unknown race,6/22/2020,Nevada,IA,Story,Tasered,No known charges,No,Allegedly Armed,sword,,
Unknown,Male,Unknown race,6/22/2020,Aurora,CO,Adams,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
Unknown,Male,Unknown race,6/22/2020,North Las Vegas,NV,Clark,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,
Unknown,Male,Unknown race,6/22/2020,Palm Desert,CA,Riverside,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Not fleeing
19,Male,Unknown race,6/21/2020,Milpitas,CA,Santa Clara,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,attack,Not fleeing
35,Male,Hispanic,6/20/2020,Lake Charles,LA,Calcasieu,Gunshot,No known charges,No,Allegedly Armed,machete,attack,Not fleeing
25,Male,Native American,6/19/2020,Jay,OK,Delaware,Gunshot,No known charges,No,Unclear,undetermined,attack,Foot
24,Male,White,6/19/2020,Sodus,NY,Wayne,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
18,Male,Hispanic,6/18/2020,Gardena,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
19,Male,White,6/18/2020,Billings,MT,Yellowstone,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
35,Male,White,6/18/2020,Maiden,NC,Catawba,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
38,Male,White,6/18/2020,Westminster,CO,Adams,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
28,Male,Asian,6/17/2020,Kaneohe,HI,Honolulu,Physical Restraint,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,,
31,Male,Black,6/17/2020,Rosamond,CA,Kern,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
50,Male,White,6/17/2020,Kennard,IN,Henry,Gunshot,No known charges,No,Allegedly Armed,gun,,
Unknown,Male,White,6/17/2020,Lovelock,NV,Pershing,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,attack,Car
24,Male,Black,6/16/2020,Beach Park,IL,Lake,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
27,Male,Black,6/16/2020,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
31,Male,White,6/15/2020,Lawrence,KS,Douglas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
21,Male,Hispanic,6/13/2020,San Bernardino,CA,San Bernardino,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
25,Female,White,6/13/2020,Sedalia,MO,Pettis,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
22,Male,White,6/13/2020,Kansas City,MO,Jackson,Gunshot,No known charges,No,Allegedly Armed,gun,other,Other
23,Male,Black,6/12/2020,Crown Point,IN,Lake,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
27,Male,Black,6/12/2020,Atlanta,GA,Fulton,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,Taser,attack,Foot
63,Male,Black,6/11/2020,Lancaster,CA,Los Angeles,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,undetermined,Not fleeing
32,Male,Black,6/11/2020,Tunnel Hill,GA,Whitfield,Vehicle,No known charges,No,Vehicle,vehicle,,
42,Female,Unknown race,6/11/2020,Tunnel Hill,GA,Whitfield,Vehicle,No known charges,No,Vehicle,vehicle,,
28,Male,White,6/11/2020,Dowelltown,TN,DeKalb,Gunshot,No known charges,No,Allegedly Armed,gun,other,Other
36,Male,Unknown race,6/10/2020,Winter Haven,FL,Polk,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
59,Male,Unknown race,6/10/2020,Weippe,ID,Clearwater,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
26,Male,White,6/10/2020,Paso Robles,CA,San Luis Obispo,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Foot
38,Male,Black,6/9/2020,Orlando,FL,Orange,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
59,Male,Unknown race,6/9/2020,Bigfork,MT,Lake,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
31,Male,White,6/9/2020,Englewood,CO,Arapahoe,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
37,Male,White,6/9/2020,Redding,CA,Shasta,Tasered,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
81,Male,Unknown race,6/8/2020,Las Cruces,NM,Dona Ana,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
24,Male,Hispanic,6/7/2020,Bakersfield,CA,Kern,Gunshot,No known charges,No,Unclear,undetermined,,
39,Male,Unknown race,6/7/2020,Adrian,MO,Bates,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
26,Male,Unknown race,6/7/2020,East Northport,NY,Suffolk,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,pellet gun,other,Not fleeing
35,Male,White,6/7/2020,Industry,CA,Los Angeles,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
23,Male,Hispanic,6/6/2020,Oakland,CA,Alameda,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Not fleeing
21,Male,Unknown race,6/6/2020,Gallup,NM,McKinley,Vehicle,No known charges,No,Allegedly Armed,vehicle and gun,,
25,Male,Unknown race,6/6/2020,Gallup,NM,McKinley,Vehicle,No known charges,No,Allegedly Armed,vehicle and gun,,
37,Male,Unknown race,6/6/2020,Clarkrange,TN,Fentress,Gunshot,No known charges,Yes,Allegedly Armed,metal pipe,attack,Not fleeing
24,Male,Black,6/5/2020,New Rochelle,NY,Westchester,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
60,Male,Unknown race,6/5/2020,Socorro,TX,El Paso,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
42,Male,White,6/5/2020,Mustang,OK,Canadian,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Not fleeing
25,Male,Hispanic,6/3/2020,Corpus Christi,TX,Nueces,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
39,Female,White,6/3/2020,Poteau,OK,LeFlore,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
36,Male,White,6/3/2020,Bryant,AR,Saline,Gunshot,Charged with a crime,No,Unclear,undetermined,undetermined,Not fleeing
44,Male,White,6/3/2020,Aiken,SC,Aiken,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
33,Male,Black,6/2/2020,Brooklyn,NY,Kings,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
22,Male,Hispanic,6/2/2020,Vallejo,CA,Solano,Gunshot,No known charges,No,Allegedly Armed,hammer,other,Not fleeing
65,Male,White,6/2/2020,Cottonwood,CA,Shasta,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
53,Male,Black,6/1/2020,Louisville,KY,Jefferson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
25,Male,Hispanic,6/1/2020,Las Vegas,NV,Clark,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,White,6/1/2020,Fayetteville,AR,Washington,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Not fleeing
32,Male,White,5/31/2020,Watertown,WI,Jefferson,"Gunshot, Taser",No known charges,No,Allegedly Armed,gun,attack,Not fleeing
49,Male,White,5/31/2020,Gresham,OR,Multnomah,Gunshot,No known charges,No,Unclear,undetermined,undetermined,
46,Male,Black,5/30/2020,Fountain,FL,Calhoun,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
21,Female,Asian,5/29/2020,Temple Terrace,FL,Hillsborough,Gunshot,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
32,Male,Asian,5/29/2020,San Diego,CA,San Diego,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
34,Male,Black,5/29/2020,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
39,Male,Black,5/29/2020,Snellville,GA,Gwinnett,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
44,Male,Black,5/29/2020,Yulee,FL,Nassau,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
37,Male,White,5/29/2020,Sienna Plantation,TX,Fort Bend,Gunshot,Charged with a crime,No,Allegedly Armed,gun,,
Unknown,Male,White,5/29/2020,Lancaster,CA,Los Angeles,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,
35,Male,Black,5/28/2020,North Little Rock,AR,Pulaski,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
